files,labels,fold
000001.jpg,1
000002.jpg,1
000003.jpg,1
000004.jpg,1
000005.jpg,1
000006.jpg,1
000007.jpg,1
000008.jpg,1
000009.jpg,1
000010.jpg,1
000011.jpg,1
000012.jpg,1
000013.jpg,1
000014.jpg,1
000015.jpg,1
000016.jpg,1
000017.jpg,1
000018.jpg,1
000019.jpg,1
000020.jpg,1
000021.jpg,1
000022.jpg,1
000023.jpg,1
000024.jpg,1
000025.jpg,1
000026.jpg,1
000027.jpg,1
000028.jpg,1
000029.jpg,1
000030.jpg,1
000031.jpg,1
000032.jpg,1
000033.jpg,1
000034.jpg,1
000035.jpg,1
000036.jpg,1
000037.jpg,1
000038.jpg,1
000039.jpg,1
000040.jpg,1
000041.jpg,1
000042.jpg,1
000043.jpg,1
000044.jpg,1
000045.jpg,1
000046.jpg,1
000047.jpg,1
000048.jpg,1
000049.jpg,1
000050.jpg,1
000051.jpg,1
000052.jpg,1
000053.jpg,1
000054.jpg,1
000055.jpg,1
000056.jpg,1
000057.jpg,1
000058.jpg,1
000059.jpg,1
000060.jpg,1
000061.jpg,1
000062.jpg,1
000063.jpg,1
000154.jpg,3
000155.jpg,3
000156.jpg,3
000157.jpg,3
000158.jpg,3
000159.jpg,3
000160.jpg,3
000161.jpg,3
000162.jpg,3
000163.jpg,3
000164.jpg,3
000165.jpg,3
000166.jpg,3
000167.jpg,3
000168.jpg,3
000169.jpg,3
000170.jpg,3
000171.jpg,3
000172.jpg,3
000173.jpg,3
000174.jpg,3
000175.jpg,3
000176.jpg,3
000177.jpg,3
000178.jpg,3
000179.jpg,3
000180.jpg,3
000181.jpg,3
000182.jpg,3
000183.jpg,3
000184.jpg,3
000185.jpg,3
000186.jpg,3
000187.jpg,3
000188.jpg,3
000189.jpg,3
000190.jpg,3
000191.jpg,3
000192.jpg,3
000193.jpg,3
000194.jpg,3
000195.jpg,3
000196.jpg,3
000197.jpg,3
000198.jpg,3
000199.jpg,3
000200.jpg,3
000201.jpg,3
000202.jpg,3
000203.jpg,3
000204.jpg,3
000205.jpg,3
000206.jpg,3
000207.jpg,3
000208.jpg,3
000209.jpg,3
000210.jpg,3
000211.jpg,3
000212.jpg,3
000213.jpg,3
000214.jpg,3
000240.jpg,4
000241.jpg,4
000242.jpg,4
000243.jpg,4
000244.jpg,4
000245.jpg,4
000246.jpg,4
000247.jpg,4
000248.jpg,4
000249.jpg,4
000250.jpg,4
000251.jpg,4
000252.jpg,4
000253.jpg,4
000254.jpg,4
000255.jpg,4
000256.jpg,4
000257.jpg,4
000258.jpg,4
000259.jpg,4
000260.jpg,4
000261.jpg,4
000262.jpg,4
000263.jpg,4
000264.jpg,4
000265.jpg,4
000266.jpg,4
000267.jpg,4
000268.jpg,4
000269.jpg,4
000270.jpg,4
000271.jpg,4
000272.jpg,4
000273.jpg,4
000274.jpg,4
000275.jpg,4
000276.jpg,4
000277.jpg,4
000278.jpg,4
000279.jpg,4
000280.jpg,4
000281.jpg,4
000282.jpg,4
000283.jpg,4
000284.jpg,4
000285.jpg,4
000286.jpg,4
000287.jpg,4
000288.jpg,4
000289.jpg,4
000290.jpg,4
000291.jpg,4
000292.jpg,4
000293.jpg,4
000294.jpg,4
000295.jpg,4
000296.jpg,4
000297.jpg,4
000298.jpg,4
000324.jpg,5
000325.jpg,5
000326.jpg,5
000327.jpg,5
000328.jpg,5
000329.jpg,5
000330.jpg,5
000331.jpg,5
000332.jpg,5
000333.jpg,5
000334.jpg,5
000335.jpg,5
000336.jpg,5
000337.jpg,5
000338.jpg,5
000339.jpg,5
000340.jpg,5
000341.jpg,5
000342.jpg,5
000343.jpg,5
000344.jpg,5
000345.jpg,5
000346.jpg,5
000347.jpg,5
000348.jpg,5
000349.jpg,5
000350.jpg,5
000351.jpg,5
000352.jpg,5
000353.jpg,5
000354.jpg,5
000355.jpg,5
000356.jpg,5
000357.jpg,5
000358.jpg,5
000359.jpg,5
000360.jpg,5
000361.jpg,5
000362.jpg,5
000363.jpg,5
000364.jpg,5
000365.jpg,5
000366.jpg,5
000367.jpg,5
000368.jpg,5
000369.jpg,5
000370.jpg,5
000371.jpg,5
000372.jpg,5
000373.jpg,5
000374.jpg,5
000375.jpg,5
000376.jpg,5
000377.jpg,5
000378.jpg,5
000379.jpg,5
000380.jpg,5
000405.jpg,6
000406.jpg,6
000407.jpg,6
000408.jpg,6
000409.jpg,6
000410.jpg,6
000411.jpg,6
000412.jpg,6
000413.jpg,6
000414.jpg,6
000415.jpg,6
000416.jpg,6
000417.jpg,6
000418.jpg,6
000419.jpg,6
000420.jpg,6
000421.jpg,6
000422.jpg,6
000423.jpg,6
000424.jpg,6
000425.jpg,6
000426.jpg,6
000427.jpg,6
000428.jpg,6
000429.jpg,6
000430.jpg,6
000431.jpg,6
000432.jpg,6
000433.jpg,6
000434.jpg,6
000435.jpg,6
000436.jpg,6
000437.jpg,6
000438.jpg,6
000439.jpg,6
000440.jpg,6
000441.jpg,6
000442.jpg,6
000443.jpg,6
000444.jpg,6
000445.jpg,6
000446.jpg,6
000447.jpg,6
000448.jpg,6
000449.jpg,6
000450.jpg,6
000451.jpg,6
000452.jpg,6
000453.jpg,6
000454.jpg,6
000455.jpg,6
000456.jpg,6
000457.jpg,6
000458.jpg,6
000459.jpg,6
000460.jpg,6
000461.jpg,6
000462.jpg,6
000463.jpg,6
000464.jpg,6
000465.jpg,6
000466.jpg,6
000467.jpg,6
000494.jpg,7
000495.jpg,7
000496.jpg,7
000497.jpg,7
000498.jpg,7
000499.jpg,7
000500.jpg,7
000501.jpg,7
000502.jpg,7
000503.jpg,7
000504.jpg,7
000505.jpg,7
000506.jpg,7
000507.jpg,7
000508.jpg,7
000509.jpg,7
000510.jpg,7
000511.jpg,7
000512.jpg,7
000513.jpg,7
000514.jpg,7
000515.jpg,7
000516.jpg,7
000517.jpg,7
000518.jpg,7
000519.jpg,7
000520.jpg,7
000521.jpg,7
000522.jpg,7
000523.jpg,7
000524.jpg,7
000525.jpg,7
000526.jpg,7
000527.jpg,7
000528.jpg,7
000529.jpg,7
000530.jpg,7
000531.jpg,7
000532.jpg,7
000533.jpg,7
000534.jpg,7
000535.jpg,7
000536.jpg,7
000537.jpg,7
000538.jpg,7
000539.jpg,7
000540.jpg,7
000541.jpg,7
000542.jpg,7
000543.jpg,7
000544.jpg,7
000545.jpg,7
000546.jpg,7
000547.jpg,7
000548.jpg,7
000572.jpg,8
000573.jpg,8
000574.jpg,8
000575.jpg,8
000576.jpg,8
000577.jpg,8
000578.jpg,8
000579.jpg,8
000580.jpg,8
000581.jpg,8
000582.jpg,8
000583.jpg,8
000584.jpg,8
000585.jpg,8
000586.jpg,8
000587.jpg,8
000588.jpg,8
000589.jpg,8
000590.jpg,8
000591.jpg,8
000592.jpg,8
000593.jpg,8
000594.jpg,8
000595.jpg,8
000596.jpg,8
000597.jpg,8
000598.jpg,8
000599.jpg,8
000600.jpg,8
000601.jpg,8
000602.jpg,8
000603.jpg,8
000604.jpg,8
000605.jpg,8
000606.jpg,8
000607.jpg,8
000608.jpg,8
000609.jpg,8
000610.jpg,8
000611.jpg,8
000612.jpg,8
000613.jpg,8
000614.jpg,8
000615.jpg,8
000616.jpg,8
000617.jpg,8
000618.jpg,8
000619.jpg,8
000620.jpg,8
000621.jpg,8
000622.jpg,8
